Name,Location,City,P.O Box,Phone,Mobile,Company Page Link,Logo URL
Noor Al Samaa Restaurant,Al Nahda,Sharjah,N/A,06-5265474,N/A,N/A,/images/placeholder.png
Noorani Restaurant & Juice Corner & Cafe LLC,"Near Lamcy Plaza, Oud Metha",Dubai,N/A,04-3707706,N/A,N/A,/images/placeholder.png
Notra Food Srvcs,"4th I/Change, Umm Suquem Rd",Dubai,184513,04-3419490,N/A,N/A,/images/placeholder.png
Nova Restaurant,Corniche Road,Abu Dhabi,N/A,056-4140978,N/A,N/A,/images/placeholder.png
Oasis - Hotel Holiday International,"Al Majaz, Buheira Corniche",Sharjah,5802,06-5736666,N/A,N/A,/images/placeholder.png
Oasis Courtyard,Bani Yas,Abu Dhabi,N/A,02-6596666,N/A,N/A,/images/placeholder.png
Ogaret Restaurant LLC,"Food Court 2, Jafza",Jebel Ali,212428,04-8870055,N/A,N/A,/images/placeholder.png
Olives,Al Maqta,Abu Dhabi,N/A,02-4041941,N/A,N/A,/images/placeholder.png
Omar Al Khayyam Restaurant,"Next to Lulu Centre, Rolla",Sharjah,4172,06-5654629,N/A,N/A,/images/placeholder.png
Omar Al Khayyam Restaurant and Cafeteria,Dibba Al Hassan,Fujairah,12103,09-2442343,N/A,N/A,/images/placeholder.png
Omar Khayyam Restaurant,"Opp RAK Bank, Saba St",Ras Al Khaimah,1451,07-2332824,N/A,N/A,/images/placeholder.png
Onam Restaurant,"Near Arabian Travels, Rolla",Sharjah,58,06-5615330,N/A,N/A,/images/placeholder.png
Opasta,"Gold Crest Tower, JLT",Dubai,N/A,04-3686332,N/A,N/A,/images/placeholder.png
Open House Restaurant,Karama,Dubai,53677,04-3965481,N/A,N/A,/images/placeholder.png
Operation Falafel,N/A,Dubai,N/A,600530006,N/A,N/A,/images/placeholder.png
Options,N/A,Dubai,9668,04-3293293,N/A,N/A,/images/placeholder.png
Oregano Restaurant,Garhoud,Dubai,52139,04-2883420,N/A,N/A,/images/placeholder.png
Organic Foods and Cafe,The Greens,Dubai,N/A,04-3382911,N/A,N/A,/images/placeholder.png
Oriental Korner Restaurant,N/A,Abu Dhabi,29674,02-6716782,N/A,N/A,/images/placeholder.png
Origins,"Yas Viceroy, Yas Islands",Abu Dhabi,N/A,02-6560600,N/A,N/A,/images/placeholder.png
Ortegos Grill,"Mankhool Rd, Satwa",Dubai,N/A,04-3425109,N/A,N/A,/images/placeholder.png
Osool Cafeteria,Abu Shagara,Sharjah,N/A,06-5556770,N/A,N/A,/images/placeholder.png
Ossiano,"Crescent Rd, Palm Jumeirah",Dubai,211188,04-4262626,N/A,N/A,/images/placeholder.png
Oushe Gourmet Bakeshop,Barsha,Dubai,N/A,04-3850011,N/A,N/A,/images/placeholder.png
Outback Steakhouse,"Dubai Festival Centre, DIFC",Dubai,N/A,04-2328989,N/A,N/A,/images/placeholder.png
Ovens Bakery,"Amman St, Al Nhada",Dubai,N/A,04-2206050,N/A,N/A,/images/placeholder.png
Pachaylen,Al Markaziyah,Abu Dhabi,N/A,02-6561000,N/A,N/A,/images/placeholder.png
Pak Al Safa Restaurant LLC,"Near Marco Polo Hotel, Al Muteena St, Deira",Dubai,40577,04-2727323,N/A,N/A,/images/placeholder.png
Pak Darbar Restaurant,Al Nahda,Dubai,N/A,04-2206050,N/A,N/A,/images/placeholder.png
Pak Khyber Darbar Restaurant,"Al Muteena St, Deira",Dubai,N/A,04-2529552,N/A,N/A,/images/placeholder.png
Pak Rose Restaurant,"Near Allwin Trdg, Deira",Dubai,N/A,04-2650800,N/A,N/A,/images/placeholder.png
Pak Sufi Restaurant,"Dmascus St, Al Qusais 1",Dubai,N/A,04-2673600,N/A,N/A,/images/placeholder.png
Pakistan Sweets and Bakers,"Near Al Ibrahimi Restaurant, Al Karama",Dubai,N/A,04-3795040,N/A,N/A,/images/placeholder.png
Palermo,"Club House, Opposite Arabian Ranches",Dubai,N/A,04-3618111,N/A,N/A,/images/placeholder.png
Palm Grove Restaurant,"Opp Basma Resi, Abu Shagara",Sharjah,N/A,06-5532408,N/A,N/A,/images/placeholder.png
Pancake House,Al Wahda,Abu Dhabi,33779,02-6156000,N/A,N/A,/images/placeholder.png
Panoor Restaurant LLC,"Sh Colony, Qusais",Dubai,N/A,04-2613157,N/A,N/A,/images/placeholder.png
Panorama,"Emirates Grand Hotel, sh zayed road",Dubai,N/A,04-3230000,N/A,N/A,/images/placeholder.png
Pantry Cafe,Wasl Square,Dubai,N/A,04-3883869,N/A,N/A,/images/placeholder.png
Papa John's,Dubai Marina,Dubai,27540,04-4309904,N/A,N/A,/images/placeholder.png
Papparoti,Abu Dhabi Mall,Dubai,N/A,04-3308377,N/A,N/A,/images/placeholder.png
Paragon Castle,"Nrar NMC Hospital, Amman Rd, Al Nahda 2",Dubai,N/A,04-2390940,N/A,N/A,/images/placeholder.png
Parco Restaurant,DIP,Jebel Ali,N/A,04-8853955,N/A,N/A,/images/placeholder.png
Paris Way Restaurant,"Near Hadiqat Al Madina, DIP",Jebel Ali,N/A,04-8848884,N/A,N/A,/images/placeholder.png
Park Bar & Grill,Saadiyat Island,Abu Dhabi,N/A,02-4071138,N/A,N/A,/images/placeholder.png
Park Darbar Restaurant,"Near Lulu, Muteena Rd, Deira",Dubai,N/A,04-2562888,N/A,N/A,/images/placeholder.png
Park View Restaurant,"Bhnd Zulekha Hospital, Al Nahda 2",Dubai,N/A,04-2809985,N/A,N/A,/images/placeholder.png
Parkers Cafe,Al Mushrif,Abu Dhabi,N/A,050-6255563,N/A,N/A,/images/placeholder.png
Pastry Hayakil Baalabak,Al Nahda,Sharjah,N/A,06-5543111,N/A,N/A,/images/placeholder.png
Patan Restaurant,"Opp Veg Market, Near Enoc, Ras Al Khor",Dubai,N/A,04-3206366,N/A,N/A,/images/placeholder.png
Paul Cafe,Baniyas,Abu Dhabi,N/A,02-5828300,N/A,N/A,/images/placeholder.png
Pearl View Restaurant & Cafeteria LLC,"Al Zaroni Bldg, Bhnd Mall of Emirates, Al Barsha",Dubai,N/A,04-3549004,N/A,N/A,/images/placeholder.png
Peepees Restaurant,Jebel Ali,Jebel Ali,2316,04-8834838,N/A,N/A,/images/placeholder.png
Peppar - Paragon Group,"Bhnd Mall,",Sharjah,N/A,06-5734647,N/A,N/A,/images/placeholder.png
Pepper Mill,"4th Floor, Block C, Tower Y",Abu Dhabi,33779,02-6156000,N/A,N/A,/images/placeholder.png
Perfect Biriyani House Restaurant,"Behind Al Ain Tower, Hamdan Street",Abu Dhabi,N/A,02-4489338,N/A,N/A,/images/placeholder.png
Perfect View Restaurant,Al Buteen,Abu Dhabi,46628,02-6359896,N/A,N/A,/images/placeholder.png
Peshawari Restaurant,"Near Palm Hotel, Al Muteena St, Deira",Dubai,N/A,04-2562013,N/A,N/A,/images/placeholder.png
Petit Cafe,"Al Ghazal Mall, Satwa",Dubai,31727,04-3458989,N/A,N/A,/images/placeholder.png
Picnic Restaurant,"Beside Al Diyafah Centre, Satwa R/A",Dubai,12235,04-3444805,N/A,N/A,/images/placeholder.png
Pillars Cafe,"Phoenicia Hotel, Deira",Dubai,N/A,04-2227191,N/A,N/A,/images/placeholder.png
Ping Pong Restaurant LLC,N/A,Dubai,N/A,04-3236566,N/A,N/A,/images/placeholder.png
Pizza Amore,Al Zahiyah,Abu Dhabi,N/A,02-6449990,N/A,N/A,/images/placeholder.png
Planet Cafe & Restaurant,Hamdan Str,Abu Dhabi,128354,02-6767962,N/A,N/A,/images/placeholder.png
Ponderosa Steak House,"Hamad Centre, Electra St",Abu Dhabi,42757,02-6393375,N/A,N/A,/images/placeholder.png
Ponnusamy Restaurant,Qusais,Dubai,4893,04-2619750,N/A,N/A,/images/placeholder.png
"Pool - Jumeirah Beach Hotel, The",Jumeirah,Dubai,11416,04-4068760,N/A,N/A,/images/placeholder.png
Pranavam Cafeteria,Satwa,Dubai,N/A,04-3312243,N/A,N/A,/images/placeholder.png
Pulp Juice Bars,"Bahar Bldg, JBR",Dubai,22700,04-4364192,N/A,N/A,/images/placeholder.png
Pumpy's Restaurant,"Next to Middle East Bank, Khalid Bin Walid Road, Bur Dubai",Dubai,51745,04-3528484,N/A,N/A,/images/placeholder.png
Punjab Grill,"Venetian Village, Al Maqta",Abu Dhabi,N/A,02-4087201,N/A,N/A,/images/placeholder.png
Punjab Restaurant,"Al Ghowair Market, Rolla",Sharjah,1338,06-5623835,N/A,N/A,/images/placeholder.png
Puranmal Restaurant,Bur Dubai,Dubai,45068,04-3937701,N/A,N/A,/images/placeholder.png
Pushkin,"Jumeirah Beach Residence, Dubai Marina",Dubai,N/A,04-4270268,N/A,N/A,/images/placeholder.png
Qasr Al Khaleej Restaurant,N/A,Sharjah,N/A,06-5508992,N/A,N/A,/images/placeholder.png
Qiso Cafe,N/A,Dubai,N/A,04-3212127,N/A,N/A,/images/placeholder.png
Quest Restaurants Management,Al Muroor,Abu Dhabi,51579,02-6418300,N/A,N/A,/images/placeholder.png
Quick Bite Rest LLC,Damascus St,Dubai,84907,04-2637888,N/A,N/A,/images/placeholder.png
Quizno'S Subs,JAFZA,Jebel Ali,13132,04-8872280,N/A,N/A,/images/placeholder.png
Qurtoba Restaurant & Cafe,"Plaza Level, Bahar Section, The Walk",Dubai,N/A,04-4522209,N/A,N/A,/images/placeholder.png
Qwaider Al Nabulsi Restaurant,"Al Murakabat Rd, Near Clock Tower, Deira",Dubai,11171,04-2277760,N/A,N/A,/images/placeholder.png
Raaga Restaurant,"Opp New Burjuman, Al Karama",Dubai,237796,04-3970211,N/A,N/A,/images/placeholder.png
Radhe O Radhe Restaurant LLC,"Opp Day to Day, Kuwait St, Karama",Dubai,N/A,04-3365339,N/A,N/A,/images/placeholder.png
Radio Restaurant,"Near Al Wahda Post Office, Jamal Abdul Nasser St",Sharjah,22196,06-5597786,N/A,N/A,/images/placeholder.png
Raidan Mandi Restaurant,N/A,Sharjah,N/A,06-5553801,N/A,N/A,/images/placeholder.png
Raihana Restaurant,Old Jawazat Rd,Abu Dhabi,6479,02-6428440,N/A,N/A,/images/placeholder.png
Rainbow Catering and Wedding Services LLC Co,"Near Gold Center Signal, Al Qasimiyah St",Sharjah,4561,06-5733925,N/A,N/A,/images/placeholder.png
Rainbow Steak House,Mussafah,Abu Dhabi,N/A,02-5526606,N/A,N/A,/images/placeholder.png
Rainbow Steak House and Catering Services Company LLC,"M 40, Musaffah",Abu Dhabi,46663,02-6333434,N/A,N/A,/images/placeholder.png
Rainbow Steak House Restaurant,Al Qasimia St,Sharjah,N/A,06-5723505,N/A,N/A,/images/placeholder.png
Rashed Al Katheeri Mandi Restaurant,"Beside Zulekha Hospital, Zahara St, Al Nasryah",Sharjah,N/A,06-5654051,N/A,N/A,/images/placeholder.png
Rawabina Restaurant,Al Garhoud,Dubai,28629,04-2981447,N/A,N/A,/images/placeholder.png
Rawal Restaurant,Hor Al Anz,Dubai,11201,04-2979144,N/A,N/A,/images/placeholder.png
Rays Grill,"Jumeirah Al Etihad Towers, Al Khubeirah",Abu Dhabi,N/A,02-8115666,N/A,N/A,/images/placeholder.png
Real Taste Cafeteria,"Near Emirates Plaza Hotel, TCA",Abu Dhabi,N/A,02-6411007,N/A,N/A,/images/placeholder.png
Red Roaster,"27-28, Salem Shk Bldg, Satwa",Dubai,N/A,04-3855999,N/A,N/A,/images/placeholder.png
Red Table Iranian Restaurant,"Khalfan Bin Jamber building, Al Muteena Street, Deira",Dubai,16449,04-2729131,N/A,N/A,/images/placeholder.png
Red Tomato Pizza Restaurant LLC,Al Barsha,Dubai,450103,04-4470497,N/A,N/A,/images/placeholder.png
Reef Deira Cafeteria & Restaurant,Al Muteena,Dubai,56277,04-2710103,N/A,N/A,/images/placeholder.png
Reef Demashq Restaurant,"Al Twar , Qusais",Dubai,55505,04-2616336,N/A,N/A,/images/placeholder.png
Relax @ 12,Al Arabi Street,Abu Dhabi,N/A,02-6545000,N/A,N/A,/images/placeholder.png
Retail & Beyond Commercial Investment LLC,Business Bay,Dubai,9623,04-3699775,N/A,N/A,/images/placeholder.png
Rez Bhaleeb Restaurant,"Behind ADCB Bank, Electra Street",Abu Dhabi,105671,02-6660178,N/A,N/A,/images/placeholder.png
Rhythm N Bites,Oud Metha,Dubai,126624,04-3583368,N/A,N/A,/images/placeholder.png
Rice Overdose,Salama St,Abu Dhabi,N/A,02-6220068,N/A,N/A,/images/placeholder.png
Rihan Restaurant,Al Qusais 2,Dubai,N/A,04-2592992,N/A,N/A,/images/placeholder.png
Rimal Bar,Bani Yas,Abu Dhabi,N/A,02-6596666,N/A,N/A,/images/placeholder.png
Ritaj Restaurant,Electra St,Abu Dhabi,27034,02-6310036,N/A,N/A,/images/placeholder.png
Rite Bite,"Opp Day to Day, Near Post Office, Karama",Dubai,N/A,04-3576306,N/A,N/A,/images/placeholder.png
Riviera Italian Restaurant,Al Bateen,Abu Dhabi,44044,02-6650144,N/A,N/A,/images/placeholder.png
Robertos,N/A,Dubai,N/A,04-3860066,N/A,N/A,/images/placeholder.png
Robyan Restaurant,"Bhnd Al Mamzar Bldg, Hor Al Anz East, Deira",Dubai,16515,04-2977474,N/A,N/A,/images/placeholder.png
Rock Bottom - Regent Palace Hotel,"Opp Burjuman Centre, Trade Centre Rd, Karama",Dubai,26816,04-3963888,N/A,N/A,/images/placeholder.png
Rodeo Grill,"Beach Rotana, Al Zahiyah",Abu Dhabi,N/A,02-6979012,N/A,N/A,/images/placeholder.png
Ronda Locatelli,"Crescent Rd, Palm Jumeirah",Dubai,211188,04-4262626,N/A,N/A,/images/placeholder.png
Rosewater,"Jumeirah Al Etihad Towers, Al Khubeirah",Abu Dhabi,N/A,02-8115555,N/A,N/A,/images/placeholder.png
Rosina Bellina Restaurant,Corniche Road,Abu Dhabi,N/A,02-6390587,N/A,N/A,/images/placeholder.png
Rossovivo,"Millenium Tower, Shk Zayed Road",Dubai,N/A,04-3805833,N/A,N/A,/images/placeholder.png
Royal Foods Restaurant,"Grand Shopping Mall, Al Quoz",Dubai,33716,04-3388977,N/A,N/A,/images/placeholder.png
Royal Kebab Restaurant,"Shop 2, Lake Central Tower, Fakhruddin Properties, Business Bay",Dubai,282947,04-2753096,N/A,N/A,/images/placeholder.png
Royal Orchid Chinese & Thai Restaurant,Marina Walk,Dubai,114586,04-3674040,N/A,N/A,/images/placeholder.png
Royal Rajasthan Restaurant & Cafe,Hamdan Street,Abu Dhabi,72535,02-6353763,N/A,N/A,/images/placeholder.png
Rozanah Restaurant,Yas Marina,Abu Dhabi,N/A,02-4963411,N/A,N/A,/images/placeholder.png
Ruchi Restaurant,Ziyani Area,Abu Dhabi,35980,02-6792679,N/A,N/A,/images/placeholder.png
Ruchi Star Restaurant,"Bhnd Arabian Courtyard Hotel, Near Dubai Museum, Bur Dubai",Dubai,234480,04-3525895,N/A,N/A,/images/placeholder.png
S Cafe,JLT,Dubai,N/A,04-3794044,N/A,N/A,/images/placeholder.png
Saba Mandi & Madhbi Rest,"Next to Sharjah University, Muweilah",Sharjah,N/A,06-5500816,N/A,N/A,/images/placeholder.png
Sabir Afghan Restaurant,"318 Road, Near Grand City Mall, Al Quoz",Dubai,N/A,052-4243516,N/A,N/A,/images/placeholder.png
Saca Advertising LLC,N/A,Dubai,27680,04-2563531,N/A,N/A,/images/placeholder.png
Sacci,N/A,Abu Dhabi,N/A,02-6169999,N/A,N/A,/images/placeholder.png
Sadaf,Al Maktoum St,Dubai,N/A,04-2221622,N/A,N/A,/images/placeholder.png
Sadaf Wa Marjan Restaurant LLC,"Bhnd Dubai Islamic Bank, National Paints, Al Muweilah",Sharjah,N/A,06-5356030,N/A,N/A,/images/placeholder.png
Safari Bruasted Chicken & Refreshment,"Near Dana Hotel, TCA",Abu Dhabi,N/A,02-6450003,N/A,N/A,/images/placeholder.png
Safeer Al Mandi,"Jamal Abdul Naser Rd, Al Majaz",Sharjah,N/A,06-5444225,N/A,N/A,/images/placeholder.png
Safire Restaurant,"Near UAE Exchange, Rolla Sq",Sharjah,20256,06-5614393,N/A,N/A,/images/placeholder.png
Sagar Calicut,"Near Al Ansari Exchange, Al Arooba St",Sharjah,67993,06-5639781,N/A,N/A,/images/placeholder.png
Sagar City Restaurant,Abu Shagara,Sharjah,N/A,06-5595660,N/A,N/A,/images/placeholder.png
Sagar Deluxe Restaurant LLC,Hor Al Anz,Dubai,N/A,04-2963738,N/A,N/A,/images/placeholder.png
Sagar Restaurant,Passport Rd,Abu Dhabi,N/A,02-6413690,N/A,N/A,/images/placeholder.png
Sager Deira Restaurant LLC,Hor Al Anz,Dubai,82041,04-2681268,N/A,N/A,/images/placeholder.png
Sai Dham Restaurant,Karama,Dubai,28146,04-3358788,N/A,N/A,/images/placeholder.png
Saif Al Jazeera Restaurant,"Frij Murar, Deira",Dubai,89051,04-2710532,N/A,N/A,/images/placeholder.png
Salaam Namaste Restaurant,"Meena Bazar, Bur Dubai",Dubai,241473,04-3256144,N/A,N/A,/images/placeholder.png
Salat Al Makolat Restaurant,"Behind National Hospital, Najda Street",Abu Dhabi,N/A,02-6749901,N/A,N/A,/images/placeholder.png
Saleh Bin Lahej Group,Garhoud,Dubai,1443,04-2828188,N/A,N/A,/images/placeholder.png
Salem Saif Restaurant,N/A,Jebel Ali,N/A,04-8523951,N/A,N/A,/images/placeholder.png
Salero,"Kempenski Hotel, Shk Zayed Road",Dubai,N/A,04-4095888,N/A,N/A,/images/placeholder.png
Salim Ali Salim Restaurant,Al Dagaya Street,Dubai,N/A,04-2261383,N/A,N/A,/images/placeholder.png
Sama Al Akawi Restaurant,N/A,Abu Dhabi,N/A,052-2610444,N/A,N/A,/images/placeholder.png
Sama Al Khaleej Pastry,Al Nahda 2,Dubai,N/A,04-2390916,N/A,N/A,/images/placeholder.png
Samakmk Restaurant,"Al Qasimiya St, Al Ghubaiba",Sharjah,N/A,06-5676703,N/A,N/A,/images/placeholder.png
Samiramis Cafeteria,"Near Al Sahaba Mosque, TCA",Abu Dhabi,N/A,02-6459034,N/A,N/A,/images/placeholder.png
Samurai Japanese Restaurant,Meena Rd,Abu Dhabi,5133,02-6766612,N/A,N/A,/images/placeholder.png
Sanaya Al Thoufeeque Rest,Mussafah,Abu Dhabi,8375,02-5559923,N/A,N/A,/images/placeholder.png
Sandwichy,"One Omniyat Tower, Business Bay",Dubai,N/A,800245245,N/A,N/A,/images/placeholder.png
Sangeet Indian Multicuisine Restaurant,Al Qusais,Dubai,125981,04-2592433,N/A,N/A,/images/placeholder.png
Sangeeta Veg Restaurant,Karama,Dubai,4893,04-3367111,N/A,N/A,/images/placeholder.png
Sangeetha Vegetarian Restaurant LLC,Karama,Dubai,N/A,04-3367111,N/A,N/A,/images/placeholder.png
Sanman Restaurant,Qusais,Dubai,20249,04-2613415,N/A,N/A,/images/placeholder.png
Saraya Palace Restaurant,Khalidiya,Abu Dhabi,32002,02-6662288,N/A,N/A,/images/placeholder.png
Sardina Seafood Restaurant,"Reem Mall, Jumairah Road, Jumairah 3",Dubai,333327,04-3390444,N/A,N/A,/images/placeholder.png
Sardinia,Al Mushrif,Abu Dhabi,N/A,02-6577640,N/A,N/A,/images/placeholder.png
Sarhad Darbar General Trading,N/A,Dubai,91753,04-2565394,N/A,N/A,/images/placeholder.png
Sarhad Darbar Restaurants LLC,Al Aweer,Dubai,94637,04-2363114,N/A,N/A,/images/placeholder.png
Satwa Palace Restaurant,Satwa Road,Dubai,N/A,04-3422070,N/A,N/A,/images/placeholder.png
Savage Garden - Capitol Hotel,"Al Mina Rd, Bur Dubai",Dubai,33228,04-3460111,N/A,N/A,/images/placeholder.png
Sax Restaurant Club,Khalifa St,Abu Dhabi,44489,02-6741286,N/A,N/A,/images/placeholder.png
Sayad Bahar Restaurant,Al Garhoud,Dubai,N/A,04-2288003,N/A,N/A,/images/placeholder.png
Sayad Seafood,"Emirates Palace, Al Ras Al Akhdar",Abu Dhabi,N/A,02-6907999,N/A,N/A,/images/placeholder.png
Scantic Restaurant,"Near Bus Station, Satwa",Dubai,24611,04-3492162,N/A,N/A,/images/placeholder.png
Sea Mood Restaurant,"Mankhool Road, Satwa",Dubai,N/A,04-3857977,N/A,N/A,/images/placeholder.png
Sea Mood Restaurant,"Mankhool Rd, Diyafa",Dubai,N/A,04-3857977,N/A,N/A,/images/placeholder.png
Sea Shell Cafeteria,"Near Emarat, Garhoud Bridge Aree, Garhoud",Dubai,N/A,04-3244334,N/A,N/A,/images/placeholder.png
Sea Shell LLC,N/A,Abu Dhabi,N/A,02-6215234,N/A,N/A,/images/placeholder.png
Sea View Restaurant,Jumeirah Rd,Dubai,11449,04-3335552,N/A,N/A,/images/placeholder.png
Sealand Restaurant,"Bhnd UAE Exchange Centre, Rolla",Sharjah,60522,06-5612020,N/A,N/A,/images/placeholder.png
Seazen Foodpoint Restaurant,N/A,Abu Dhabi,N/A,02-6264191,N/A,N/A,/images/placeholder.png
Segafredo Zanetti Espresso,Ibn Batuta Mall,Dubai,23684,04-3243757,N/A,N/A,/images/placeholder.png
Select Restaurant & Cafeteria,Electra St,Abu Dhabi,N/A,02-6330068,N/A,N/A,/images/placeholder.png
Seven Emirates Restaurant,N/A,Abu Dhabi,N/A,02-5524125,N/A,N/A,/images/placeholder.png
Sevilla Restaurant,N/A,Abu Dhabi,N/A,02-5080555,N/A,N/A,/images/placeholder.png
Sevilos,Khalifa Str,Abu Dhabi,N/A,02-6146000,N/A,N/A,/images/placeholder.png
Shabab Al Tybeen Cafeteria,"Behind Honda Showroom, Electra Street",Abu Dhabi,N/A,02-6745277,N/A,N/A,/images/placeholder.png
Shabiyat Al Toufeeq Refreshments,Mussafah,Abu Dhabi,N/A,02-5527176,N/A,N/A,/images/placeholder.png
Shahab Restaurant,"Bldg, 28, Near Eppco Pump, Al Qusais Indl Area 4",Dubai,N/A,04-2838007,N/A,N/A,/images/placeholder.png
Shahariyar Restaurant,"Nakheel Road, Deira",Dubai,N/A,04-2212797,N/A,N/A,/images/placeholder.png
Shahi Daawat,Bur Dubai,Dubai,N/A,058-8401212,N/A,N/A,/images/placeholder.png
Shahi Mughal Restaurant,"Beside Muncipality office, Satwa",Dubai,N/A,04-3440051,N/A,N/A,/images/placeholder.png
Shahi Tandoor,"Zabeel Road, Karama",Dubai,N/A,04-3583583,N/A,N/A,/images/placeholder.png
Shaikh Al Mandi Restaurant,Al Barsha 1,Dubai,N/A,04-3929932,N/A,N/A,/images/placeholder.png
Shakespeare And Co,N/A,Jebel Ali,N/A,04-8854330,N/A,N/A,/images/placeholder.png
Shaklan Restaurant,"Mubarak Al Jafla W/H, Street 12 , Al Quoz Indl Area 2",Dubai,N/A,04-3285533,N/A,N/A,/images/placeholder.png
Shako Mako,"Beach Road, Jumeirah 3",Dubai,75232,04-3444007,N/A,N/A,/images/placeholder.png
Sham Alsehhi Restaurant,"Damascus St, Al Qusais",Dubai,48636,04-2511155,N/A,N/A,/images/placeholder.png
Shamiana,Sahara Center,Sharjah,N/A,06-5395930,N/A,N/A,/images/placeholder.png
Shams Al Aseel Cafeteria,Satwa,Dubai,N/A,04-3329505,N/A,N/A,/images/placeholder.png
Shams Al Batheen Restaurant,Al Qusais,Dubai,79328,04-2672204,N/A,N/A,/images/placeholder.png
Shams Restaurant,Khalidiya,Abu Dhabi,29128,02-6210176,N/A,N/A,/images/placeholder.png
Shanghai Station,Oud Metha,Dubai,N/A,04-3966559,N/A,N/A,/images/placeholder.png
Sharafuddin Restaurant,"China H-03, Dubai International City",Dubai,N/A,04-4475278,N/A,N/A,/images/placeholder.png
Sharafudheen Restaurant,Al Quoz Industrial Area 3,Dubai,N/A,04-3468448,N/A,N/A,/images/placeholder.png
Sharjah Club Cafeteria,Near Cricket Stadium,Sharjah,N/A,06-5431717,N/A,N/A,/images/placeholder.png
Shatee Restaurant,"Bhnd Citymax Hotel, Al Wahda St",Sharjah,N/A,06-5556070,N/A,N/A,/images/placeholder.png
Shater Grill House Restaurant,"Near Madina Mall, Dubai",Dubai,N/A,04-3415660,N/A,N/A,/images/placeholder.png
Shatir Hassan Restaurant,Al Falah St,Abu Dhabi,46539,02-6416616,N/A,N/A,/images/placeholder.png
Shaukath Restaurant,Bhnd of Karama Hotel,Dubai,N/A,04-3352526,N/A,N/A,/images/placeholder.png
Shawarma Time,Najda St,Abu Dhabi,37942,02-6336633,N/A,N/A,/images/placeholder.png
Shawarmaji,Al Barsha,Dubai,N/A,04-4521717,N/A,N/A,/images/placeholder.png
Sheeshan Restaurant,"Frij Murar, Deira",Dubai,N/A,04-2730147,N/A,N/A,/images/placeholder.png
Sher-E-Punjab Restaurant,"Oman St, Al Nakheel",Ras Al Khaimah,812,07-2221572,N/A,N/A,/images/placeholder.png
Shibam Hadarmout Restaurant,"Near Habtoor Auto Centre, Deira",Dubai,236177,04-2666024,N/A,N/A,/images/placeholder.png
Shish Shawerma Restaurant Est,Corniche Rd,Abu Dhabi,38107,02-6505576,N/A,N/A,/images/placeholder.png
Shiv Sagar Restaurant LLC,"Meena Bazaar, Bur Dubai",Dubai,43527,04-3522020,N/A,N/A,/images/placeholder.png
Shoukath Restaurant,Karama,Dubai,23050,04-3352526,N/A,N/A,/images/placeholder.png
Sigddi Restaurant LLC,"Besides Baby Shop, Al Zabel Rd, Karama",Dubai,184061,04-3548978,N/A,N/A,/images/placeholder.png
Simran's Appa Kadai,Discovery Gardens,Dubai,N/A,04-3348030,N/A,N/A,/images/placeholder.png
Sind Darbar Restaurant,"Al Muteena Rd, Deira",Dubai,N/A,04-2727934,N/A,N/A,/images/placeholder.png
Sindh Shahbaz Restaurant,"Opp Abdullah Bin Abbas Mosque, King Faisal St",Sharjah,N/A,06-5744104,N/A,N/A,/images/placeholder.png
Singapore Deli,"Behind Pizza Hut, Opposite Burjuman Centre, Al Karama",Dubai,49612,04-3966885,N/A,N/A,/images/placeholder.png
Sinugba ng Cucina Filipino Restaurant,"Amman Rd, Al Nahda 2",Dubai,N/A,04-2637482,N/A,N/A,/images/placeholder.png
Sivestar Bhavan Restaurant,Bur Dubai,Dubai,N/A,04-3979481,N/A,N/A,/images/placeholder.png
Skye & Walker,Al Rigga,Dubai,N/A,04-2131221,N/A,N/A,/images/placeholder.png
Slider Station,Al Wasl Road,Dubai,N/A,600 544005,N/A,N/A,/images/placeholder.png
Smiling BKK,"Shop 1, Block 1, Wasl Square, Opposite Safa Park, Al Wasl Road, Al Safa",Dubai,N/A,04-3884411,N/A,N/A,/images/placeholder.png
Sonia Company LLC,Rashidiya,Dubai,52546,04-2863660,N/A,N/A,/images/placeholder.png
Sontaya,Saadiyat Island,Abu Dhabi,N/A,02-4988888,N/A,N/A,/images/placeholder.png
Sophies Cafe,Jumeirah,Dubai,N/A,04-4515982,N/A,N/A,/images/placeholder.png
Soy Express,Mussafah,Abu Dhabi,N/A,02-5508900,N/A,N/A,/images/placeholder.png
Soyumm,"Lamcy Plaza, Karama",Dubai,N/A,04-3584584,N/A,N/A,/images/placeholder.png
Spaccanapoli,"Crown Plaza, Al Markaziyah",Abu Dhabi,N/A,02-6166261,N/A,N/A,/images/placeholder.png
Special Group of Rest and Catering Services,Khalidiya St,Abu Dhabi,52100,02-6665512,N/A,N/A,/images/placeholder.png
Special Restaurant,N/A,Abu Dhabi,52100,02-6665512,N/A,N/A,/images/placeholder.png
Spectrum Restaurant,Backside of Deira Towers,Dubai,N/A,04-2266103,N/A,N/A,/images/placeholder.png
Spice By Qureshi,"Ground floor, Ramada Chelsea Hotel, Al Barsha",Dubai,N/A,04-5019000,N/A,N/A,/images/placeholder.png
Spice Sense Restaurants,"406, Sobha Ivory 2, Business Bay",Dubai,N/A,04-5514134,N/A,N/A,/images/placeholder.png
